word_raw,word_index,file_name,text_index,program_name,program_type,full_path
the,10,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
cat,11,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
I,12,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
like,13,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
the,14,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
fish,15,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
I,16,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
like,17,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
the,18,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
dog,19,MS-A_01_01_Taking_care_of_pets.txt,MS-A_01_01,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_01_Taking_care_of_pets.txt
What,0,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
pets,1,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
like,2,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
The,3,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
fish,4,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
like,5,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
the,6,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
tank,7,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
The,8,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
kittens,9,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
like,10,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
the,11,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
mouse,12,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
The,13,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
birds,14,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
like,15,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
the,16,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
toy,17,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
The,18,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
puppies,19,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
like,20,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
the,21,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
towel,22,MS-A_01_02_What_pets_like.txt,MS-A_01_02,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_02_What_pets_like.txt
People,0,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
help,1,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
animals,2,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
I,3,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
am,4,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
a,5,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
vet,6,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
I,7,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
am,8,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
a,9,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
firefighter,10,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
I,11,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
am,12,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
a,13,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
dog,14,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
walker,15,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
I,16,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
am,17,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
a,18,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
zookeeper,19,MS-A_01_04_People_help_animals.txt,MS-A_01_04,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_04_People_help_animals.txt
Pam,0,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
and,1,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,2,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,3,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Pam,4,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
is,5,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
a,6,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
vet,7,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,8,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,9,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
is,10,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
a,11,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
puppy,12,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
I,13,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
look,14,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
at,15,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,16,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,17,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
I,18,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
pat,19,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,20,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,21,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,22,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
Tam,23,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
sat,24,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
I,25,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
like,26,MS-A_01_05_Pam_and_Tam_Tam.txt,MS-A_01_05,My_Sidewalks,Decodable,/Users/aliapugh/Library/CloudStorage/Dropbox/ConnTextUL/Programs/Decodable/My_Sidewalks/My_Sidewalks_A/My_Sidewalks_Level_A_Unit_1/MS-A_01_05_Pam_and_Tam_Tam.txt
